id,Index,Field,SampleDate,SOM,geometry,x,y,total_clay,BSI,CEC,EVI,mrvbf,NDVI,SAVI,slope,SBI,tpi,tri,twi
116,154,056,9/9/2022,2.8,POINT (501084.978991625 4480802.21527934),501084.979,4480802.215,3.237870216,0.16955404,0.927667737,2.206576586,-0.004512024,0.47453177,0.711735368,0.009528398,2265,-0.026381562,0.010460269,10.00668812
117,155,056,9/9/2022,2.4,POINT (501085.073871476 4480902.76224989),501085.0739,4480902.762,2.978171349,0.163493782,0.90644908,2.733147144,-0.007962742,0.537615955,0.806354642,0.007178971,2075.333252,-0.145852402,0.009305126,9.892713547
118,156,057,8/23/2021,3.4,POINT (501083.878288479 4481309.68632552),501083.8783,4481309.686,2.870733976,0.179780945,0.938516021,2.907961607,0.002467205,0.634236455,0.951281488,0.018741595,2045.333374,-0.035324421,0.018420389,11.48730564
119,157,057,8/23/2021,5.1,POINT (500983.331340609 4481309.78124025),500983.3313,4481309.781,4.377068043,0.212271199,0.958449841,3.073458195,-0.010526344,0.60135591,0.901957452,0.009239226,1657,-0.516608536,0.009481129,12.81591225
120,158,057,8/23/2021,3.5,POINT (500882.784319663 4481309.87620881),500882.7843,4481309.876,2.568827391,0.191868782,0.882396877,2.938695431,0.000541187,0.622725844,0.934014201,0.010808452,1577,0.053210728,0.011199178,10.84416103
121,159,057,8/23/2021,3,POINT (500782.237301814 4481309.97113139),500782.2373,4481309.971,3.741651058,0.167861789,0.919701695,2.905267715,0.008230072,0.626352966,0.939455748,0.016121639,2055.333252,0.380623966,0.016281189,9.801494598
122,160,057,8/23/2021,5.1,POINT (500681.690363212 4481310.06610782),500681.6904,4481310.066,2.674361229,0.187232688,0.85796833,3.020239353,-0.002570826,0.645839691,0.968685687,0.009717033,1429,-0.164054215,0.010543555,11.7141037
123,161,057,8/23/2021,3.3,POINT (500581.14335136 4481310.16103826),500581.1434,4481310.161,3.229785204,0.179497778,0.866204917,3.011135101,0.002352529,0.623838484,0.935682833,0.011468627,1735.666626,0.180560842,0.012151142,9.649012566
124,162,057,8/23/2021,3.1,POINT (500581.048413271 4481209.61401183),500581.0484,4481209.614,2.221706152,0.207745388,0.878205538,2.995119572,0.001794029,0.610264659,0.915323555,0.004734127,1673,0.039682843,0.007611194,10.69030762
125,163,057,8/23/2021,4.9,POINT (500681.595404635 4481209.51907986),500681.5954,4481209.519,4.81679678,0.213677004,0.955971062,2.804991961,-0.003374967,0.636336088,0.954431891,0.006515041,1678.666626,-0.084039845,0.007879782,11.68698311
126,164,057,8/23/2021,4.2,POINT (500782.142398978 4481209.42410186),500782.1424,4481209.424,0.420653194,0.194579631,0.952689409,2.885267973,0.001431331,0.642576337,0.963791668,0.015761044,1844,0.179803312,0.01618265,9.987401962
127,165,057,8/23/2021,3.8,POINT (500882.689396339 4481209.32917767),500882.6894,4481209.329,0.298420221,0.212670699,0.937263489,3.00233984,-0.001736733,0.637775719,0.956589282,0.027220935,1574,-0.122342542,0.026788414,10.65806293
128,166,057,8/23/2021,3.8,POINT (500983.236396785 4481209.23430727),500983.2364,4481209.234,5.363072395,0.205792293,0.95125401,2.962464809,-0.001598769,0.640680015,0.9609465,0.008474609,1831.333374,0.02120439,0.009165548,11.13073349
129,167,057,8/23/2021,3.5,POINT (501083.783400402 4481209.13929101),501083.7834,4481209.139,3.058531046,0.208987921,0.912561774,2.900843859,-0.001738308,0.634713054,0.951996326,0.005337833,1807.666626,-0.059004281,0.006232997,11.09998035
130,168,057,8/23/2021,4,POINT (501083.688432877 4481108.59237213),501083.6884,4481108.592,2.528344154,0.209562823,0.930884182,2.903838158,-0.002294328,0.636223614,0.954261959,0.004357827,1786,0.001426124,0.005499144,10.40252876
131,169,057,8/23/2021,4.2,POINT (500983.141449819 4481108.68729027),500983.1414,4481108.687,3.061489582,0.20802626,0.944086015,2.956596613,-0.003010496,0.637824476,0.956662834,0.004827143,1868.666626,-0.004508102,0.006011444,10.33022308
132,170,057,8/23/2021,3.8,POINT (500882.594469912 4481108.78226215),500882.5945,4481108.782,2.319389582,0.215228721,0.934206486,2.979124546,-0.005585341,0.636419952,0.954555988,0.008072665,1791.333374,-0.125068828,0.01075209,9.645622253
133,171,057,8/23/2021,4.2,POINT (500782.047493096 4481108.87718797),500782.0475,4481108.877,3.318705082,0.198954493,0.940220892,2.879158258,-0.001167506,0.642673135,0.963936687,0.003945419,1856,0.043049432,0.005573917,10.41998577
134,172,057,8/23/2021,4.5,POINT (500681.500443093 4481108.97206771),500681.5004,4481108.972,4.841931343,0.204955295,0.952837467,2.971763134,-0.000934813,0.647023559,0.970462561,0.004374729,1779,0.107294135,0.007007696,10.68871784
135,173,057,8/23/2021,4,POINT (500580.953472272 4481109.06700121),500580.9535,4481109.067,1.732183337,0.19533436,0.94965142,2.79645896,0.000225135,0.633058906,0.949514568,0.005976336,1835.333374,0.07202182,0.008787637,9.986227036
136,174,057,8/23/2021,3.3,POINT (500580.858528368 4481008.5200064),500580.8585,4481008.52,2.007534266,0.18325676,0.900133133,2.994840145,-0.000493093,0.640459776,0.960616052,0.016158273,1652.666626,0.006799714,0.017640835,9.594719887
137,175,057,8/23/2021,4.3,POINT (500681.405554802 4481008.42507138),500681.4056,4481008.425,4.6163764,0.195366114,0.947035313,3.027401209,0.000537608,0.632502317,0.94868046,0.006659926,1731.666626,0.060538232,0.009867365,10.13635731
138,176,057,8/23/2021,3.9,POINT (500781.952507973 4481008.33019005),500781.9525,4481008.33,4.397559166,0.20102033,0.943956614,2.872517586,-0.001539938,0.6338287,0.950670242,0.006515291,1893.666626,-0.069455691,0.008181263,10.4834671
139,177,057,8/23/2021,4.2,POINT (500882.499540403 4481008.23526263),500882.4995,4481008.235,1.368123889,0.212147623,0.928094149,2.942374945,0.002178775,0.629906535,0.944786251,0.00645722,1671,0.03092685,0.00743376,10.17091751
140,178,057,8/23/2021,4.1,POINT (500983.046499699 4481008.14028908),500983.0465,4481008.14,4.897081375,0.199432194,0.943913341,2.970791101,0.00039727,0.631710351,0.947491586,0.005075686,1802.333374,-0.020016691,0.005844287,10.69805908
141,179,057,8/23/2021,3.9,POINT (501083.593538371 4481008.04536925),501083.5935,4481008.045,2.197262526,0.193723455,0.93993175,2.856048107,0.001777752,0.6328547,0.949208796,0.004820833,1799.333374,0.015189418,0.005753097,10.63673115
142,240,058,9/14/2021,4.9,POINT (500679.092729466 4481720.1305485),500679.0927,4481720.131,0.955067098,0.182125896,0.873115361,3.013218641,-0.002967512,0.62073493,0.931025982,0.011755536,1991.333374,-0.145765826,0.012290629,10.58911037
143,241,058,9/14/2021,2.8,POINT (500615.501280042 4481720.19052958),500615.5013,4481720.191,0.628403008,0.178123996,0.852107823,2.938518524,-0.00104328,0.603980124,0.905895054,0.015062583,2058.333252,0.186026409,0.015468643,9.351838112
144,242,058,9/14/2021,3.7,POINT (500551.909907993 4481720.25065205),500551.9099,4481720.251,4.091860294,0.191416323,0.848136485,2.908566236,-0.003153697,0.615162194,0.922669232,0.010048174,1962.666626,-0.341379881,0.011086475,10.98405361
145,243,058,9/14/2021,4.2,POINT (500488.318460885 4481720.31071628),500488.3185,4481720.311,1.292271495,0.161107287,0.820480168,2.940573692,-0.00020305,0.580579877,0.870796442,0.015482158,2003,-0.077884413,0.015825406,9.029506683
146,244,058,9/14/2021,3.3,POINT (500424.727091144 4481720.37072224),500424.7271,4481720.371,2.705913544,0.177318513,0.829826117,3.025011778,-0.001645161,0.615360022,0.922966182,0.007923667,2090,-0.059817698,0.009332905,9.897989273
147,245,058,9/14/2021,3.5,POINT (500361.135646303 4481720.43076978),500361.1356,4481720.431,3.177282095,0.169336095,0.831432998,2.845215321,0.003386216,0.585978866,0.878895581,0.005200987,2057.333252,0.130542204,0.008863873,9.618438721
148,246,058,9/14/2021,3.1,POINT (500361.075607289 4481656.83935684),500361.0756,4481656.839,2.73403883,0.170745507,0.829900026,2.537727594,0.001978029,0.491434336,0.737089574,0.003566414,2107.666748,0.085979164,0.006498066,9.634078026
149,247,058,9/14/2021,3,POINT (500424.66698306 4481656.77930873),500424.667,4481656.779,2.456812859,0.168619037,0.832124174,2.605622768,0.001280652,0.546196103,0.819225967,0.009831449,2158.666748,0.152657092,0.01105137,9.507069588
150,248,058,9/14/2021,3.5,POINT (500488.258436174 4481656.71930218),500488.2584,4481656.719,2.682231426,0.16648002,0.833929241,2.644643545,0.00441653,0.499119401,0.748613179,0.011947578,2085,0.05259588,0.012529293,9.851389885
151,249,058,9/14/2021,2.7,POINT (500551.849814213 4481656.65923736),500551.8498,4481656.659,5.510068417,0.175154969,0.834846079,2.261514425,0.004690449,0.482913822,0.724310338,0.017727092,2138,0.235083222,0.018494403,8.425390244
152,250,058,9/14/2021,2.5,POINT (500615.441269627 4481656.59921412),500615.4413,4481656.599,1.312085271,0.171950415,0.834209204,1.797706842,-0.00196342,0.420632392,0.630898178,0.01098822,2121.333252,0.047042727,0.012568936,8.917842865
153,251,058,9/14/2021,4.2,POINT (500679.032649995 4481656.53913259),500679.0326,4481656.539,0.956296802,0.185672745,0.849938095,2.932237625,-0.001169302,0.619390786,0.929010093,0.0206882,2049.666748,-0.066988572,0.020579631,8.906653404
154,252,058,9/14/2021,3.3,POINT (500678.972569335 4481592.94772301),500678.9726,4481592.948,5.233187199,0.191933334,0.84163481,2.821370125,0.001195029,0.61931169,0.928891778,0.016001822,2015.333374,0.106460318,0.01613453,9.438656807
155,253,058,9/14/2021,3,POINT (500615.38118183 4481593.00780514),500615.3812,4481593.008,2.554316282,0.170150101,0.841738284,2.934216976,0.00573867,0.606258154,0.909313142,0.023785725,2229,0.144417107,0.023587093,8.976197243
156,254,058,9/14/2021,2.5,POINT (500551.7897955 4481593.067829),500551.7898,4481593.068,2.572282553,0.161115319,0.825306416,2.863608837,0.004172362,0.605615854,0.908351302,0.008205342,2195.666748,0.195429757,0.01019129,9.893091202
157,255,058,9/14/2021,5.8,POINT (500488.198334103 4481593.12789441),500488.1983,4481593.128,3.755830288,0.173782825,0.841001391,3.049316406,-0.010150543,0.606212616,0.909245312,0.011039208,2026,-0.449123353,0.012946773,10.48974228
158,256,058,9/14/2021,4.2,POINT (500424.606950071 4481593.18790154),500424.607,4481593.188,1.970807433,0.142979667,0.822745442,2.643163681,-0.00498945,0.523944676,0.785847306,0.012211352,1987.333374,-0.146539286,0.012876274,10.35358334
159,257,058,9/14/2021,3.2,POINT (500361.015567159 4481593.24795022),500361.0156,4481593.248,2.336239815,0.174182683,0.834518909,2.897095203,0.001987086,0.607779562,0.911595523,0.005106567,2097.333252,0.093274571,0.0083629,9.358833313
160,258,058,9/14/2021,3,POINT (500360.955525922 4481529.65654993),500360.9555,4481529.657,2.69637537,0.167367995,0.827133656,2.779495478,0.004999153,0.57859081,0.867812693,0.005764392,2066.666748,0.237344518,0.009571115,9.149074554
161,259,058,9/14/2021,3.9,POINT (500424.546915956 4481529.59650068),500424.5469,4481529.597,1.707893968,0.1743671,0.834837198,2.829141855,-0.003669748,0.613079011,0.919544816,0.022352343,2057,-0.038619876,0.022364512,8.60599041
162,260,058,9/14/2021,4.3,POINT (500488.138307111 4481529.53649297),500488.1383,4481529.536,4.997201443,0.153932288,0.83147794,2.816700935,-0.006887971,0.589930415,0.884822369,0.020319941,1962.666626,-0.333103627,0.020625884,8.921031952
163,261,058,9/14/2021,2.8,POINT (500551.729699406 4481529.47642696),500551.7297,4481529.476,1.730006337,0.177705958,0.839380801,2.900684357,0.003375689,0.599210918,0.898742497,0.013842814,2063.333252,0.208241224,0.015284884,9.312543869
164,262,058,9/14/2021,4.6,POINT (500615.321169087 4481529.41630268),500615.3212,4481529.416,4.416935921,0.188045576,0.868881583,2.72013545,-0.00486168,0.588803709,0.883132041,0.007781827,1917.666626,-0.338022649,0.010167205,11.31747532
165,263,058,9/14/2021,2.7,POINT (500678.912563707 4481529.35631975),500678.9126,4481529.356,3.39410162,0.181487247,0.840925694,3.034991026,0.003138496,0.614968002,0.922376275,0.005820701,2089,0.182968408,0.007235782,10.39446068
166,264,058,9/14/2021,3,POINT (500678.852480668 4481465.76492282),500678.8525,4481465.765,2.067195892,0.182152987,0.839461267,2.961026669,0.001195263,0.615815461,0.923647165,0.005902437,2056,0.08092352,0.007477409,10.2788868
167,265,058,9/14/2021,4.2,POINT (500615.261078945 4481465.82490636),500615.2611,4481465.825,5.458882332,0.182689339,0.846438766,2.831748486,-0.005924749,0.615519166,0.923205316,0.016702402,1990.333374,-0.257331759,0.017372984,10.51333427
168,266,058,9/14/2021,4.3,POINT (500551.669678382 4481465.88503125),500551.6697,4481465.885,1.12787044,0.191244334,0.846463025,2.923898458,9.27019355003722e-05,0.623536885,0.935231328,0.013200946,1992.666626,-0.048620127,0.014932205,9.968297005
169,267,058,9/14/2021,3.5,POINT (500488.07827898 4481465.94499801),500488.0783,4481465.945,4.840351105,0.144803494,0.824123919,2.944358587,-0.002159189,0.578929603,0.868321121,0.025463663,1972,-0.053953242,0.025322309,8.127416611
170,268,058,9/14/2021,4.8,POINT (500424.486880715 4481466.00510614),500424.4869,4481466.005,1.696468472,0.178035185,0.833203375,2.865592241,-0.002916039,0.614457846,0.921613693,0.019323347,2090,-0.082412481,0.02013712,9.014274597
171,269,058,9/14/2021,3,POINT (500360.895483574 4481466.06515596),500360.8955,4481466.065,3.178552389,0.163324267,0.829107881,2.763945103,0.001834577,0.570879936,0.856248438,0.011408714,2104.666748,0.111447029,0.013284069,8.800480843
172,270,058,9/14/2021,4.3,POINT (500360.835440122 4481402.47376831),500360.8354,4481402.474,2.952592373,0.144899607,0.830324769,2.669999838,0.003090481,0.520837009,0.781186283,0.011148989,1919.333374,0.016687421,0.014560463,9.879283905
173,271,058,9/14/2021,5.8,POINT (500424.42684435 4481402.41371792),500424.4268,4481402.414,1.964623213,0.189205453,0.863167882,2.967936993,-0.002877204,0.640807629,0.961138546,0.014486325,2008.333374,-0.080776818,0.016131097,9.941291809
174,272,058,9/14/2021,3.8,POINT (500488.018249708 4481402.35360922),500488.0182,4481402.354,4.825414181,0.178062767,0.831519127,2.983411789,-0.001940984,0.606346071,0.909443915,0.028002033,2095.666748,-0.011018944,0.027988033,7.651679039
175,273,058,9/14/2021,3.1,POINT (500551.609656204 4481402.29354203),500551.6097,4481402.294,1.769622326,0.136927351,0.815151453,2.658227921,0.004341875,0.527932942,0.791830301,0.005654432,2010,0.160942763,0.007975575,9.885063171
176,274,058,9/14/2021,2.8,POINT (500615.201063852 4481402.23351636),500615.2011,4481402.234,2.851304531,0.164811864,0.836313069,2.827899456,0.001038299,0.61028111,0.915348172,0.00607034,2161.666748,0.084150292,0.010310614,9.785474777
177,275,058,9/14/2021,2.5,POINT (500678.792472667 4481402.17353221),500678.7925,4481402.174,2.381618738,0.164645612,0.83236289,2.676689386,0.00385851,0.582462072,0.873619437,0.008046383,2031.333374,0.121186316,0.009495755,9.550971031
178,292,059,9/12/2022,4.2,POINT (500361.987621233 4481818.00783517),500361.9876,4481818.008,1.489862561,0.183372274,0.818341911,2.733228445,0.001722335,0.540321171,0.810411811,0.005336062,2306.333252,0.110571153,0.006702369,10.00976563
179,293,059,9/12/2022,4.5,POINT (500462.534586161 4481817.91295437),500462.5346,4481817.913,2.908294678,0.18293047,0.805024803,2.564854383,0.003895429,0.508901834,0.763285458,0.004970743,2359.333252,0.100406066,0.006463147,10.32770729
180,294,059,9/12/2022,5.8,POINT (500563.081630143 4481817.81802781),500563.0816,4481817.818,2.177691698,0.201181546,0.822679698,2.855069637,-0.007404175,0.527623832,0.791364968,0.01120564,2176.333252,-0.308328032,0.011249971,10.44536114
181,295,059,9/12/2022,5.1,POINT (500663.628600804 4481817.72305548),500663.6286,4481817.723,3.972380877,0.169518679,0.816020787,2.442810297,-0.002382161,0.486354589,0.729465961,0.018155759,2311.333252,-0.13344492,0.018028762,10.49299812
182,296,059,9/12/2022,3.9,POINT (500663.723562045 4481918.27007896),500663.7236,4481918.27,4.866632462,0.168385714,0.80651623,2.55300045,4.31522712460719e-05,0.501942754,0.752847672,0.012138588,2376.666748,-0.134345084,0.012367213,9.837267876
183,297,059,9/12/2022,4.5,POINT (500563.176571273 4481918.36494995),500563.1766,4481918.365,3.207457066,0.180983841,0.801959753,2.710780859,-0.003789271,0.541221082,0.811761677,0.006682588,2298,-0.037927713,0.007583738,10.4292202
184,298,059,9/12/2022,5.7,POINT (500462.629583391 4481918.45997485),500462.6296,4481918.46,4.351537704,0.182471216,0.814311206,2.675619602,0.001083089,0.536973059,0.80539,0.010129287,2306.333252,0.024138445,0.010808273,10.90610218
185,299,059,9/12/2022,5,POINT (500362.082522137 4481918.5548542),500362.0825,4481918.555,2.601442337,0.176791564,0.821267068,2.608189106,0.002140244,0.538673103,0.807940185,0.004811472,2312,0.124859288,0.006220918,11.02793694
186,300,059,9/12/2022,4.5,POINT (500362.177496478 4482019.10188906),500362.1775,4482019.102,2.773359299,0.169595242,0.811596513,2.741477251,0.003477665,0.532413781,0.798551857,0.004374076,2414,0.087922364,0.005869055,11.42587757
187,301,059,9/12/2022,5,POINT (500462.724501574 4482019.00691132),500462.7245,4482019.007,3.222928762,0.167692557,0.813661218,2.565178633,0.00112883,0.513127327,0.769622266,0.012334264,2406.666748,-0.065318227,0.012411151,10.95966816
188,302,059,9/12/2022,3.6,POINT (500563.271509502 4482018.91198772),500563.2715,4482018.912,3.147312641,0.168842629,0.796203494,2.604058266,-0.005880658,0.51802659,0.77697283,0.006453212,2436,-0.051965583,0.007435774,10.21571922
189,303,059,9/12/2022,3.4,POINT (500663.818520331 4482018.81701844),500663.8185,4482018.817,3.394436598,0.164968252,0.802399993,2.320025682,0.004524174,0.498106718,0.747095764,0.005066328,2422.666748,0.130393863,0.007258787,10.35399055
190,304,059,9/12/2022,4.4,POINT (500663.913475651 4482119.36407354),500663.9135,4482119.364,1.10128057,0.156927228,0.808959424,2.744556904,-0.00188735,0.579288006,0.868861735,0.010292376,2417.333252,-0.142670915,0.011488967,10.73829365
191,305,059,9/12/2022,3.8,POINT (500563.366444841 4482119.45894147),500563.3664,4482119.459,5.018580914,0.154520303,0.801419795,2.78706789,-0.003266969,0.57226944,0.858334005,0.00795618,2420,0.019118309,0.009202046,10.27966785
192,306,059,9/12/2022,3.7,POINT (500462.819493129 4482119.55396342),500462.8195,4482119.554,1.324807525,0.172743648,0.82244283,2.954545259,-0.000104452,0.582216382,0.873253226,0.007674949,2330,-0.077429153,0.008622489,10.60612869
193,307,059,9/12/2022,4.4,POINT (500362.272468043 4482119.64893972),500362.2725,4482119.649,5.220993042,0.170549735,0.829098463,2.857603788,0.001658124,0.583662689,0.875422001,0.008065261,2287.333252,0.047556069,0.009071965,10.13101101
194,308,061,8/23/2021,3.3,POINT (500477.309411362 4481009.99686976),500477.3094,4481009.997,3.204086304,0.18397586,0.891278982,2.975103855,0.001574079,0.534675598,0.801938653,0.011214946,2147,-0.025353532,0.016895533,8.773137093
195,309,061,8/23/2021,4.2,POINT (500376.762409297 4481010.09185274),500376.7624,4481010.092,4.291476727,0.201361835,0.889271021,2.261936188,-0.000381457,0.368262827,0.552334964,0.00879943,1921,-0.087902896,0.013322651,10.48170662
196,310,061,8/23/2021,3.5,POINT (500276.215410017 4481010.18678962),500276.2154,4481010.187,2.197634697,0.190599903,0.866318047,2.763583899,-0.000941043,0.551724136,0.827511907,0.013952247,2037,-0.011396135,0.015341518,9.86755085
197,311,061,8/23/2021,3.4,POINT (500175.668413458 4481010.28168037),500175.6684,4481010.282,3.170885563,0.187118948,0.84934473,2.990853786,-0.000797031,0.540099084,0.810074329,0.010171427,2068,0.067138672,0.012449495,8.864648819
198,312,061,8/23/2021,3,POINT (500075.121419557 4481010.37662484),500075.1214,4481010.377,3.374907017,0.18558532,0.845416665,1.837543845,-0.001474445,0.38012588,0.570134461,0.01003553,2126.666748,-0.026237817,0.012840031,9.139154434
199,313,061,8/23/2021,3,POINT (499974.574428254 4481010.4715232),499974.5744,4481010.472,4.505205154,0.184301853,0.86799264,1.657028913,-0.002603426,0.334137529,0.501155913,0.016448511,2109.333252,0.002222365,0.017566899,9.460783005
200,320,062,8/23/2021,2.7,POINT (500469.631111476 4481109.37462868),500469.6311,4481109.375,4.76233387,0.16751872,0.876254737,2.90854907,0.001274324,0.619062364,0.928521693,0.012626873,2186,0.047091573,0.015598327,9.03085041
201,321,062,8/23/2021,3.9,POINT (500369.084149438 4481109.46951505),500369.0841,4481109.47,4.335597038,0.208025873,0.912644029,2.938805819,-0.003774561,0.594410241,0.891541183,0.008096596,1882.666626,-0.105459698,0.013003493,9.399451256
202,322,062,8/23/2021,3.3,POINT (500268.537113945 4481109.56445518),500268.5371,4481109.564,2.152409554,0.177803397,0.886288047,2.885117531,-0.005019313,0.633811295,0.950645208,0.008715607,2114,-0.275007278,0.012589998,9.461586952
203,323,062,8/23/2021,3.1,POINT (500167.990157398 4481109.65934924),500167.9902,4481109.659,4.136362553,0.177048326,0.884131074,2.852666855,-0.001851215,0.615082502,0.922551274,0.008500397,2068,-0.076121904,0.011993642,9.172764778
204,324,062,8/23/2021,4.1,POINT (500067.443127275 4481109.75429706),500067.4431,4481109.754,5.561588287,0.173602834,0.877349198,2.821350574,-0.003560467,0.630170345,0.945183635,0.012360053,2112.333252,-0.072678156,0.01462236,9.274993896
205,325,062,8/23/2021,3.8,POINT (499966.896099746 4481109.84929863),499966.8961,4481109.849,5.219838619,0.185390338,0.895479023,2.988643169,0.00016387,0.621118009,0.931604683,0.009620612,2021.333374,-0.05577841,0.011354496,9.63580513
206,332,063,8/23/2021,2.9,POINT (500466.408541607 4481213.45081746),500466.4085,4481213.451,4.487866402,0.178612456,0.882097125,2.765064001,0.005119518,0.648166656,0.972180605,0.020752477,2202,0.171167463,0.022229824,8.295575142
207,333,063,8/23/2021,5,POINT (500365.861530282 4481213.54574698),500365.8615,4481213.546,1.333994746,0.184181646,0.885918319,2.772081375,-0.000543049,0.646313369,0.969400227,0.011041292,2013,-0.090477027,0.015025683,9.824999809
208,334,063,8/23/2021,3.2,POINT (500265.314521727 4481213.6407303),500265.3145,4481213.641,5.903204441,0.194970801,0.897639215,2.748944759,-0.003147173,0.643979073,0.965898335,0.016485155,1928.333374,-0.256994277,0.01836724,9.300214767
209,335,063,8/23/2021,3.9,POINT (500164.767515891 4481213.73566759),500164.7675,4481213.736,1.969548583,0.197306484,0.895618558,2.825379133,-0.001039068,0.648784697,0.97310704,0.007325747,2011.333374,-0.114254378,0.009913923,9.490363121
210,336,063,8/23/2021,4.2,POINT (500064.22051271 4481213.83055886),500064.2205,4481213.831,4.759218693,0.199981719,0.895989597,2.887825012,-0.000721867,0.647331774,0.970927298,0.007708455,1915.666626,-0.081055529,0.009514068,9.883234978
211,337,063,8/23/2021,3.1,POINT (499963.673512114 4481213.92550393),499963.6735,4481213.926,2.192886114,0.173618898,0.884718299,2.920578957,0.00541625,0.64790976,0.971794307,0.005301696,2066.333252,0.252266854,0.00747441,9.513227463
212,344,064,8/23/2021,4.3,POINT (500466.620212352 4481308.80419143),500466.6202,4481308.804,4.636873722,0.199196354,0.941893041,2.883022785,0.001809093,0.646922171,0.970312834,0.016506623,1871,0.112697631,0.017275417,9.209118843
213,345,064,8/23/2021,4.6,POINT (500366.073186951 4481308.89911795),500366.0732,4481308.899,2.149644852,0.185662866,0.951522112,2.749634027,0.000617136,0.59392792,0.890821397,0.010556689,1768.666626,0.120432049,0.014742981,10.01323986
214,346,064,8/23/2021,6.3,POINT (500265.526240547 4481308.99409831),500265.5262,4481308.994,1.905272722,0.233604729,0.917393565,2.929403305,-0.003825554,0.621237874,0.931784868,0.005344683,1404,-0.385041416,0.007985945,11.43740082
215,347,064,8/23/2021,3.1,POINT (500164.979220635 4481309.08903269),500164.9792,4481309.089,2.738341331,0.181924149,0.946375191,2.793626308,0.00563632,0.641297936,0.961875975,0.012303203,2265.333252,0.469286084,0.013292113,8.258026123
216,348,064,8/23/2021,4,POINT (500064.432203378 4481309.18392108),500064.4322,4481309.184,3.320655584,0.207635865,0.946953475,2.913266659,-0.00433297,0.645994484,0.968921006,0.006566192,1873.333374,-0.05836213,0.008610988,10.38720512
217,349,064,8/23/2021,3.8,POINT (499963.885188711 4481309.27886332),499963.8852,4481309.279,3.432677269,0.197835073,0.951619089,2.7730515,-0.002073348,0.642184556,0.963207066,0.010389579,1995.333374,0.027185295,0.012220433,9.059053421
218,356,065,9/12/2022,4.3,POINT (499966.432350745 4481416.30039066),499966.4324,4481416.3,5.494475365,0.212058663,0.960474551,3.142623425,0.001211319,0.589087784,0.883556366,0.007648694,1724.333374,0.049946941,0.010172228,9.867724419
219,357,065,9/12/2022,4.6,POINT (500066.979375057 4481416.20548266),500066.9794,4481416.205,2.883073807,0.218337789,0.952731431,2.988424063,0.001751011,0.582234561,0.873276114,0.003667152,1663,0.019299846,0.00713134,11.16969013
220,358,065,9/12/2022,3.2,POINT (500167.526401956 4481416.11052872),500167.5264,4481416.111,4.859746456,0.190322548,0.943020761,3.002990484,0.00137243,0.598410845,0.897542,0.005438324,2167.333252,0.074594028,0.007517164,10.39439583
221,359,065,9/12/2022,3.2,POINT (500268.073355293 4481416.01562867),500268.0734,4481416.016,4.264694691,0.18444562,0.915346563,3.048738956,0.003780747,0.592580318,0.888796866,0.007650464,2192,0.160142809,0.009341062,10.32200623
222,360,066,8/23/2021,3,POINT (500264.89383696 4481512.96719342),500264.8938,4481512.967,4.472939014,0.201964825,0.931499004,2.263198853,0.001742413,0.371258765,0.556829035,0.005951201,2037.666626,0.04615663,0.008960444,10.41993523
223,361,066,8/23/2021,3.6,POINT (500164.346814979 4481513.06213613),500164.3468,4481513.062,4.251420975,0.21161744,0.933093607,2.177930355,0.000243673,0.355756789,0.533577681,0.00407432,1866.333374,-0.045383371,0.007912721,10.1857233
224,362,066,8/23/2021,3.1,POINT (500063.799871866 4481513.15713278),500063.7999,4481513.157,3.5798316,0.194871396,0.940684259,2.975198746,0.000738054,0.550654471,0.825907648,0.008598899,2085,0.042248137,0.010289215,9.686690331
225,363,066,8/23/2021,3.4,POINT (499963.252855131 4481513.25208354),499963.2529,4481513.252,3.832489252,0.190513432,0.929598033,3.114560843,0.001607286,0.561459422,0.842114568,0.007384198,2047.333374,-0.003390881,0.009964665,9.792805672
226,368,067,8/23/2021,3.7,POINT (500267.428616709 4481609.41047113),500267.4286,4481609.41,2.283541918,0.211296722,0.935880125,2.901842356,0.000712451,0.619948924,0.929853559,0.006507171,1875,0.017285934,0.009138931,9.568639755
227,369,067,8/23/2021,3.1,POINT (500166.881595446 4481609.5053797),500166.8816,4481609.505,1.331543088,0.213438794,0.937706888,2.960462809,-0.001472935,0.592282951,0.88835305,0.007676077,1917.666626,-0.015391773,0.010282785,9.665344238
228,370,067,8/23/2021,3,POINT (500066.334576836 4481609.60034224),500066.3346,4481609.6,3.116254091,0.187712565,0.928572357,2.989452839,-0.000496656,0.586296082,0.879373014,0.006120204,2069.333252,-0.010365286,0.009663101,8.836094856
229,375,068,9/12/2022,3.2,POINT (499968.175210139 4481714.3784522),499968.1752,4481714.378,1.832561374,0.178780019,0.920181692,2.969591141,-0.000453075,0.626265705,0.939326525,0.008167628,2194.666748,0.036264036,0.011400118,9.423404694
230,376,068,9/12/2022,4.3,POINT (500068.72219082 4481714.28346778),500068.7222,4481714.283,4.088293552,0.202979565,0.924501181,3.123154402,-0.001866056,0.597342193,0.895938873,0.006114075,1843.666626,-0.089061782,0.010174057,9.566762924
231,377,068,9/12/2022,3.4,POINT (500169.269174097 4481714.18853737),500169.2692,4481714.189,3.368131638,0.196141183,0.922732532,2.886405945,-0.000534237,0.606258154,0.909313142,0.004633196,1888.333374,0.030580595,0.00751384,9.55228138
